Organisation,Details,Rocket_Status,Price
Sea Launch,Zenit-3 SL | Galaxy 18,Retired,
Roscosmos,Soyuz U | Progress M-64,Retired,20.0
Land Launch,Zenit-3 SLB | AMOS 3,Retired,
ISRO,PSLV-CA | Cartosat-2A & Rideshares,Active,21.0
Starsem,Soyuz FG/Fregat | GIOVE-B,Retired,
CASC,Long March 3C | Tianlian 1A,Retired,20.14
Arianespace,Ariane 5 ECA | Star One C2 & Vinasat-1,Retired,200.0
Northrop,Pegasus XL | C/NOFS,Active,40.0
ULA,Atlas V 421 | ICO G1,Active,123.0
Roscosmos,Soyuz FG | Soyuz TMA-12,Retired,
VKS RF,Cosmos-3M | SAR-Lupe 4,Retired,
Sea Launch,Zenit-3 SL | DirecTV-11,Retired,
ULA,Delta II 7925 | GPS IIRM-6,Retired,
ILS,Proton-M/Briz-M | AMC-14,Active,65.0
ULA,Atlas V 411 | NROL-28,Retired,115.0
NASA,Space Shuttle Endeavour | STS-123,Retired,450.0
Arianespace,Ariane 5 ES | ATV-1,Retired,
MHI,H-IIA 2024 | Kizuna,Retired,
ILS,Proton-M/Briz-M | Thor-2R,Active,65.0
NASA,Space Shuttle Atlantis | STS-122,Retired,450.0
Roscosmos,Soyuz U | Progress M-63,Retired,20.0
Roscosmos,Proton-M/Briz-M | Ekspress-AM33,Active,65.0
ISRO,PSLV-CA | Ofek-8,Active,21.0
Sea Launch,Zenit-3 SL | Thuraya-3,Retired,
Roscosmos,"Proton-M/DM-2 | Cosmos 2434, 2435 & 2436",Active,65.0
Roscosmos,Soyuz U | Progress M-62,Retired,20.0
Arianespace,Ariane 5 GS | Rascom-QAF1 & Horizons-2,Retired,
ULA,Delta II 7925 | GPS IIRM-5,Retired,
Starsem,Soyuz FG/Fregat | Radarsat 2,Retired,
ULA,Atlas V 401 | NROL-24,Active,109.0
ULA,Delta II 7420-10C | COSMO-2,Retired,
Roscosmos,Proton-M/Briz-M | Cosmos 2434,Active,65.0
ILS,Proton-M/Briz-M | Sirius 4,Active,65.0
Arianespace,Ariane 5 ECA | Skynet 5B & Star One C1,Retired,200.0
CASC,Long March 4C | Yaogan 3,Active,64.68
ULA,Delta IV Heavy | DSP-23 (USA-197),Active,350.0
VKS RF,Cosmos-3M | SAR-Lupe 3,Retired,
Roscosmos,"Proton K/Block-DM-2 | Cosmos 2431, 2432 & 2433",Retired,
CASC,Long March 3A | Chang'e 1,Active,69.7
VKS RF,Molniya-M /Block 2BL | Cosmos 2430,Retired,
NASA,Space Shuttle Discovery | STS-120,Retired,450.0
Starsem,"Soyuz FG/Fregat | Globalstar 66, 67, 68 & 70",Retired,
ULA,Delta II 7925 | GPS IIRM-4,Retired,
ULA,Atlas V 421 | WGS-1 (USA-195),Active,123.0
Roscosmos,Soyuz FG | Soyuz TMA-11,Retired,
Arianespace,Ariane 5 GS | Intelsat 11 & Optus D2,Retired,
ULA,Delta II 7925H | Dawn,Retired,
CASC,Long March 4B | CBERS-2B,Active,64.68
ULA,Delta II 7920-10C | DigitalGlobe WorldView-1,Retired,
Roscosmos,Soyuz U | Foton-M n°3,Retired,20.0
MHI,H-IIA 2022 | Kaguya,Retired,
VKS RF,Cosmos-3M | Cosmos 2429,Retired,
ILS,Proton-M/Briz-M | JCSat-11,Active,65.0
ISRO,GSLV Mk I | INSAT-4CR,Retired,47.0
Arianespace,Ariane 5 ECA | Spaceway-3 & BSat-3A,Retired,200.0
NASA,Space Shuttle Endeavour | STS-118,Retired,450.0
ULA,Delta II 7925 | Phoenix,Retired,
Roscosmos,Soyuz U | Progress M-61,Retired,20.0
ILS,Proton-M/Briz-M | DirecTV-10,Active,65.0
CASC,Long March 3B | ChinaSat-6B,Retired,
VKS RF,Cosmos-3M | SAR-Lupe 2,Retired,
VKS RF,Zenit-2 | Cosmos 2428,Retired,
Kosmotras,Dnepr | Genesis 2,Retired,29.0
ULA,Atlas V 401 | NROL-30 & NOSS-3,Active,109.0
Kosmotras,Dnepr | TerraSAR-X,Retired,29.0
IAI,Shavit-2 | Ofek-7,Active,
NASA,Space Shuttle Atlantis | STS-117,Retired,450.0
ULA,Delta II 7420-10C | COSMO-SkyMed,Retired,
VKS RF,Soyuz U | Cosmos 2427,Retired,20.0
CASC,Long March 3A | SinoSat 3,Active,69.7
Starsem,"Soyuz FG/Fregat | Globalstar 65, 69, 71 & 72",Retired,
CASC,Long March 2D | Yaogan 2 & ZDPS-1,Active,29.75
CASC,Long March 3B/E | NIGCOMSAT-1,Active,29.15
Roscosmos,Soyuz U | Progress M-60,Retired,20.0
Arianespace,Ariane 5 ECA | Astra 1L & Galaxy 17,Retired,200.0
Northrop,Pegasus XL | AIM,Active,40.0
Northrop,Minotaur I | NFIRE,Active,40.0
ISRO,PSLV-CA | AGILE & AAM,Active,21.0
Kosmotras,Dnepr | EgyptSat 1 & Others,Retired,29.0
CASC,Long March 3A | Beidou-2 M1,Active,69.7
CASC,Long March 2C | Haiyang-1B,Active,30.8
ILS,Proton-M/Briz-M | Anik F3,Active,65.0
Roscosmos,Soyuz FG | Soyuz TMA-10,Retired,
SpaceX,Falcon 1 | DemoSat,Retired,7.0
Arianespace,Ariane 5 ECA | Skynet 5A & INSAT-4B,Retired,200.0
ULA,"Atlas V 401 | STP-1, FalconSat-3",Active,109.0
MHI,"H-IIA 2024 | IGS-Optical 3V, IGS-Radar 2",Retired,
ULA,Delta II 7925-10C | THEMIS,Retired,
CASC,Long March 3A | Beidou-1D,Active,69.7
Sea Launch,Zenit-3 SL | NSS-8,Retired,
Roscosmos,Soyuz U | Progress M-59,Retired,20.0
ISRO,"PSLV-G | Cartosat-2, SRE-1 & Rideshares",Retired,25.0
Starsem,Soyuz 2.1b/Fregat | COROT,Active,25.0
Roscosmos,"Proton K/Block-DM-2 | Cosmos 2424, 2425 & 2426",Retired,
VKS RF,Soyuz 2.1a/Fregat-M | Meridian n°11L,Active,23.0
VKS RF,Cosmos-3M | SAR-Lupe 1,Retired,
MHI,H-IIA 204 | Kiku 8,Active,
Northrop,Minotaur I | TacSat-2 & GeneSat-1,Active,40.0
ULA,Delta II 7920-10C | NROL-21,Retired,
ILS,Proton-M/Briz-M | MEASAT 3,Active,65.0
NASA,Space Shuttle Discovery | STS-116,Retired,450.0
Arianespace,Ariane 5 ECA | WildBlue-1 & AMC-18,Retired,200.0
CASC,Long March 3A | Fengyun-2D,Active,69.7
Boeing,Delta II 7925 | GPS IIRM-3,Retired,
ILS,Proton-M/Briz-M | Arabsat-4B,Active,65.0
Boeing,Delta IV Medium | DMSP F17,Retired,133.0
Sea Launch,Zenit-3 SL | XM-4,Retired,
CASC,Long March 3B | SinoSat 2,Retired,
Boeing,Delta II 7925-10L | STEREO,Retired,
CASC,Long March 4B | Shijian-6C & 6D,Active,64.68
Roscosmos,Soyuz U | Progress M-58,Retired,20.0
Starsem,Soyuz 2.1a/Fregat | MetOp-A,Active,23.0
Arianespace,"Ariane 5 ECA | DirecTV-9S, Optus D1 & LDREX-2",Retired,200.0
Boeing,Delta II 7925 | GPS IIRM-2,Retired,
ISAS,"Mu-V/M-25 | Hinode, Camatai & SSSat 2",Retired,
Roscosmos,Soyuz FG | Soyuz TMA-9,Retired,
VKS RF,Soyuz U | Cosmos 2423,Retired,20.0
CASC,Long March 3A | ChinaSat-22A,Active,69.7
MHI,H-IIA 202 | IGS-Optical 2,Active,90.0
NASA,Space Shuttle Atlantis | STS-115,Retired,450.0
CASC,Long March 2C | Shijian-8,Active,30.8
Sea Launch,Zenit-3 SL | Koreasat 5,Retired,
Arianespace,Ariane 5 ECA | JCSAT-10 & Syracuse 3B,Retired,200.0
ILS,Proton-M/Briz-M | Hotbird 8,Active,65.0
Eurockot,Rokot/Briz KM | KompSat-2,Retired,13.0
Kosmotras,Dnepr | BelKa 1 & Others,Retired,29.0
VKS RF,Molniya-M /Block 2BL | Cosmos 2422,Retired,
Kosmotras,Dnepr | Genesis 1,Retired,29.0
ISRO,GSLV Mk I | INSAT-4C,Retired,47.0
NASA,Space Shuttle Discovery | STS-121,Retired,450.0
Boeing,"Delta IV Medium+ (4,2) | NROL-22",Retired,164.0
VKS RF,Tsyklon-2 | Cosmos 2421,Retired,
Roscosmos,Soyuz U | Progress M-57,Retired,20.0
Boeing,Delta II 7925 | MiTEx,Retired,
Sea Launch,Zenit-3 SL | Galaxy 16,Retired,
Roscosmos,Proton K/Block-DM-2 | KazSat-1,Retired,
VKS RF,Soyuz U | Resurs-DK1,Retired,20.0
Arianespace,Ariane 5 ECA | Satmex-6 & Thaicom-5,Retired,200.0
SRC,Shtil' | Kompass-2,Retired,
Boeing,"Delta IV Medium+ (4,2) | GOES-N (GOES-13)",Retired,164.0
VKS RF,Soyuz U | Cosmos 2420,Retired,20.0
Boeing,"Delta II 7420-10C | CloudSat, CALIPSO",Retired,
CASC,Long March 4C | Yaogan 1,Active,64.68
MITT,START-1 | EROS B,Retired,
Roscosmos,Soyuz U | Progress M-56,Retired,20.0
ILS,Atlas V 411 | Astra 1KR,Retired,115.0
Northrop,Minotaur I | COSMIC (FORMOSAT-3),Active,40.0
Sea Launch,Zenit-3 SL | JCSat-9,Retired,
Roscosmos,Soyuz FG | Soyuz TMA-8,Retired,
SpaceX,Falcon 1 | FalconSat-2,Retired,7.0
Northrop,Pegasus XL | ST-5,Active,40.0
Arianespace,Ariane 5 ECA | Spainsat & Hotbird 7A,Retired,200.0
ILS,Proton-M/Briz-M | Arabsat-4A,Active,65.0
ISAS,"Mu-V/M-25 | Akari, SSSat 1 & CUTE 1.7",Retired,
MHI,H-IIA 2024 | Himawari 7,Retired,
Sea Launch,Zenit-3 SL | EchoStar-X,Retired,
MHI,H-IIA 2022 | Daichi,Retired,
ILS,Atlas V 551 | New Horizons,Active,153.0
ILS,Proton-M/Briz-M | AMC-23,Active,65.0
Starsem,Soyuz FG/Fregat | GIOVE-A,Retired,
VKS RF,"Proton K/Block-DM-2 | Cosmos 2417, 2418 & 2419",Retired,
Arianespace,Ariane 5 GS | INSAT-4A & MSG-2,Retired,
VKS RF,Cosmos-3M | Cosmos 2416,Retired,
Roscosmos,Soyuz U | Progress M-55,Retired,20.0
Arianespace,Ariane 5 ECA | Spaceway-2 & Telkom-2,Retired,200.0
Starsem,Soyuz FG/Fregat | Venus Express,Retired,
Sea Launch,Zenit-3 SL | Inmarsat 4F-2,Retired,
VKS RF,Cosmos-3M | TopSat 1 & Others,Retired,
Lockheed,Titan IV(404)B | KH-11 14 (NROL-20),Retired,
Arianespace,Ariane 5 GS | Syracuse 3A & Galaxy 15,Retired,
CASC,Long March 2F | Shenzhou 6,Retired,
Eurockot,Rokot/Briz KM | CryoSat-1,Retired,13.0
Roscosmos,Soyuz FG | Soyuz TMA-7,Retired,
Boeing,Delta II 7925 | GPS IIRM-1,Retired,
Northrop,Minotaur I | Streak (STP-R1),Active,40.0
ILS,Proton-M/Briz-M | Anik-F1R,Active,65.0
Roscosmos,Soyuz U | Progress M-54,Retired,20.0
VKS RF,Soyuz U | Cosmos 2415,Retired,20.0
CASC,Long March 2D | FSW-3 3,Active,29.75
VKS RF,Rokot/Briz KM | Monitor-E,Retired,13.0
Kosmotras,Dnepr | Kirari & Reimei,Retired,29.0
Starsem,Soyuz FG/Fregat | Galaxy 14,Retired,
ILS,Atlas V 401 | Mars Reconnaissance Orbiter,Active,109.0
Arianespace,Ariane 5 GS | iPStar-1,Retired,
CASC,Long March 2C | FSW-4 2,Active,30.8
NASA,Space Shuttle Discovery | STS-114,Retired,450.0
ISAS,Mu-V/M-25 | Suzaku,Retired,
CASC,Long March 2D | Shijian-7,Active,29.75
Roscosmos,Proton K/Block-DM-2 | Ekspress-AM3,Retired,
Sea Launch,Zenit-3 SL | Intelsat-Americas 8,Retired,
SRC,Volna | Cosmos 1,Retired,
VKS RF,Molniya-M /Block ML | Molniya-3K n°175,Retired,
Roscosmos,Soyuz U | Progress M-53,Retired,20.0
CASIC,Kaituozhe 1 | PS 3,Retired,
Roscosmos,Soyuz U | Foton-M n°2,Retired,20.0
ILS,Proton-M/Briz-M | DirecTV-8,Active,65.0
Boeing,Delta II 7320-10C | NOAA-N,Retired,
ISRO,PSLV-G | Cartosat-1 & HAMSAT,Retired,25.0
Lockheed,Titan IV(405)B | NROL-16 (Onyx),Retired,
Sea Launch,Zenit-3 SL | Spaceway-1,Retired,
Northrop,Pegasus XL | DART,Active,40.0
Roscosmos,Soyuz FG | Soyuz TMA-6,Retired,
CASC,Long March 3B | Apstar 6,Retired,
Northrop,Minotaur I | XSS-11,Active,40.0
Roscosmos,Proton-K/Block DM-2M | Ekspress-AM2,Retired,
ILS,Atlas V 431 | Inmarsat-4 F1,Retired,130.0
Sea Launch,Zenit-3 SL | XM-3,Retired,
Roscosmos,Soyuz U | Progress M-52,Retired,20.0
MHI,H-IIA 2022 | Himawari 6,Retired,
Arianespace,"Ariane 5 ECA | XTAR-EUR, Maqsat-B2 & Sloshsat-FLEVO",Retired,200.0
Lockheed,Atlas IIIB | NROL-23 (Intruder 7A & 7B),Retired,
ILS,Proton-M/Briz-M | AMC-12,Active,65.0
VKS RF,Cosmos-3M | Cosmos 2414 & Universitietski,Retired,
Boeing,Delta II 7925 | Deep Impact,Retired,
VKS RF,"Proton-K/Block DM-2M | Cosmos 2411, 2412 & 2413",Retired,
VKS RF,Tsyklon-3 | Sich 1M & Micron 1,Retired,
Roscosmos,Soyuz U | Progress M-51,Retired,20.0
Boeing,Delta IV Heavy | DemoSat and 3CS-1 & 2,Active,350.0
Arianespace,"Ariane 5 G+ | Hélios 2A, PARASOL & Others",Retired,190.0
ILS,Atlas V 521 | AMC-16,Retired,135.0
Boeing,Delta II 7320-10C | Swift,Retired,
CASC,Long March 2C | Shiyan-2,Active,30.8
VKS RF,Soyuz 2.1a | Oblik-GVM,Active,17.42
Boeing,Delta II 7925 | GPS IIR-13,Retired,
CASC,Long March 4B | Ziyuan-2 03,Active,64.68
Roscosmos,Proton-K/Block DM-2M | Ekspress-AM1,Retired,
CASC,Long March 3A | Fengyun-2C,Active,69.7
ILS,Proton-M/Briz-M | AMC-15,Active,65.0
Roscosmos,Soyuz FG | Soyuz TMA-5,Retired,
Scaled,SpaceShipOne | Flight 17P,Retired,
Scaled,SpaceShipOne | Flight 16P,Retired,
CASC,Long March 2D | FSW-3 2,Active,29.75
VKS RF,Soyuz U | Cosmos 2410,Retired,20.0
VKS RF,Cosmos-3M | Cosmos 2408 and 2409,Retired,
ISRO,GSLV Mk I | GSAT-3,Retired,47.0
CASC,Long March 4B | Shijian-6A & 6B,Active,64.68
IAI,Shavit-1 | Ofek-6,Retired,
Lockheed,Atlas IIAS | NROL-1,Retired,
CASC,Long March 2C | FSW-4 1,Active,30.8
Roscosmos,Soyuz U | Progress M-50,Retired,20.0
ILS,Proton-M/Briz-M | Amazonas 1,Active,65.0
Boeing,Delta II 7925H | MESSENGER,Retired,
CASC,Long March 2C/SM | Double Star P,Retired,
VKS RF,Cosmos-3M | Cosmos 2407,Retired,
Arianespace,Ariane 5 G+ | Anik F2,Retired,190.0
Boeing,Delta II 7920-10L | Aura,Retired,
Kosmotras,Dnepr | DEMETER & Others,Retired,29.0
Sea Launch,Zenit-3 SL | Telstar 18,Retired,
Boeing,Delta II 7925 | GPS IIR-12,Retired,
Scaled,SpaceShipOne | Flight 15P,Retired,
ILS,Proton-M/Briz-M | Intelsat-10 02,Active,65.0
VKS RF,Zenit-2 | Cosmos 2406,Retired,
VKS RF,Tsyklon-2 | Cosmos 2405,Retired,
Roscosmos,Soyuz U | Progress M-49,Retired,20.0
Northrop,Minotaur C (Taurus) | ROCSAT-2,Active,45.0
ILS,Atlas IIAS | AMC-11,Retired,
Sea Launch,Zenit-3 SL | DirecTV-7S,Retired,
Roscosmos,Proton-K/Block DM-2M | Ekspress-AM11,Retired,
Boeing,Delta II 7920-10C | Gravity Probe B,Retired,
Roscosmos,Soyuz FG | Soyuz TMA-4,Retired,
CASC,Long March 2C | Shiyan-1 & Nano Satellite 1,Active,30.8
ILS,Atlas IIAS | Superbird 6,Retired,
Roscosmos,Proton K/Block-DM-2 | Raduga-1 7,Retired,
Boeing,Delta II 7925 | GPS IIR-11,Retired,
ILS,Proton-M/Briz-M | Eutelsat W3A,Active,65.0
ILS,Atlas IIIA | MBSat,Retired,
Arianespace,Ariane 5 G+ | Rosetta,Retired,190.0
VKS RF,Molniya-M /Block ML | Cosmos 2405 (Molniya-1T n°174),Retired,
Lockheed,Titan IV(402)B | DSP-22 (USA-176),Retired,
ILS,Atlas IIAS | AMC-10,Retired,
Roscosmos,Soyuz U | Progress M1-11,Retired,20.0
Sea Launch,Zenit-3 SL | Telstar 14,Retired,
CASC,Long March 2C/SD | Double Star E,Retired,
Roscosmos,Proton-K/Block DM-2M | Ekspress-AM22,Retired,
Starsem,Soyuz FG/Fregat | AMOS 2,Retired,
Boeing,Delta II 7925 | GPS IIR-10,Retired,
Lockheed,Atlas IIIB | UHF F/O F11,Retired,
VKS RF,"Proton-K/Briz-M | Cosmos 2402, 2403 & 2404",Retired,
VKS RF,Strela | Gruzomaket,Retired,
Lockheed,Atlas IIAS | NROL-18 (Intruder 6A & 6B),Retired,
MHI,"H-IIA 2024 | IGS-Optical (2), IGS-Radar (2)",Retired,
Roscosmos,Proton-K/Block DM-2M | Yamal 201 & 202,Retired,
CASC,Long March 3A | ChinaSat-20,Active,69.7
CASC,Long March 2D | FSW-3 1,Active,29.75
Eurockot,Rokot/Briz KM | SERVIS-1,Retired,13.0
CASC,Long March 4B | CBERS-2 & Chuangxin-1 01,Active,64.68
Lockheed,Titan II(23)G | USA-172,Retired,35.0
Roscosmos,Soyuz FG | Soyuz TMA-3,Retired,
ISRO,PSLV-G | Resourcesat-1,Retired,25.0
CASC,Long March 2F | Shenzhou 5,Retired,
Sea Launch,Zenit-3 SL | Galaxy-13,Retired,
Arianespace,"Ariane 5 G | Insat 3E, eBird-1 & SMART-1",Retired,
VKS RF,Cosmos-3M | STSAT 1 & Others,Retired,
CASIC,Kaituozhe 1 | PS 2,Retired,
Lockheed,Titan IV(401)B | NROL-19 (Mentor),Retired,
Boeing,Delta IV Medium | DSCS-3 B6,Retired,133.0
Roscosmos,Soyuz U | Progress M-48,Retired,20.0
Boeing,Delta II 7920H | Spitzer Space Telescope,Retired,
AEB,VLS-1 | SATEC & UNOSAT,Retired,
VKS RF,Cosmos-3M | Cosmos 2400 and 2401,Retired,
Northrop,Pegasus XL | SCISAT-1,Active,40.0
VKS RF,Soyuz U | Cosmos 2399,Retired,20.0
Sea Launch,Zenit-3 SL | EchoStar 9,Retired,
ILS,Atlas V 521 | Rainbow 1,Retired,135.0
Boeing,Delta II 7925H | Opportunity,Retired,
Eurockot,Rokot/Briz KM | Monitor-E GVM & Others,Retired,13.0
Northrop,Pegasus XL | OrbView-3,Active,40.0
VKS RF,Molniya-M /Block ML | Molniya-3 n°173,Retired,
Arianespace,Ariane 5 G | Optus C1 & BSAT-2c,Retired,
Boeing,Delta II 7925 | Spirit,Retired,
Sea Launch,Zenit-3 SL | Thuraya-2,Retired,
Roscosmos,Soyuz U | Progress M1-10,Retired,20.0
ILS,Proton-K/Briz-M | AMC-9,Retired,
VKS RF,Cosmos-3M | Cosmos 2398,Retired,
Starsem,Soyuz FG/Fregat | Mars Express,Retired,
CASC,Long March 3A | Beidou-1C,Active,69.7
ILS,Atlas V 401 | HellasSat-2,Active,109.0
ISAS,Mu-V/M-25 | Hayabusa 1,Retired,
ISRO,GSLV Mk I | GSAT-2,Retired,47.0
Northrop,Pegasus XL | GALEX,Active,40.0
Roscosmos,Soyuz FG | Soyuz TMA-2,Retired,
Roscosmos,Proton K/Block-DM-2 | Cosmos 2397,Retired,
ILS,Atlas IIIB | AsiaSat 4,Retired,
Arianespace,Ariane 5 G | INSAT-3A & Galaxy 12,Retired,
Lockheed,Titan IV(401)B | Milstar DFS-6,Retired,
VKS RF,Molniya-M /Block ML | Molniya-1T n°172,Retired,
Boeing,Delta II 7925 | GPS IIR-9,Retired,
MHI,"H-IIA 2024 | IGS-Optical 1, IGS-Radar 1",Retired,
Boeing,Delta IV Medium | DSCS-3 A3,Retired,133.0
Arianespace,Ariane 44L | Intelsat 907,Retired,
Roscosmos,Soyuz U | Progress M-47,Retired,20.0
Boeing,Delta II 7925 | GPS IIR-8,Retired,
Northrop,Pegasus XL | SORCE,Active,40.0
NASA,Space Shuttle Columbia | STS-107,Retired,450.0
Boeing,Delta II 7320-10C | ICESat / CHIPSat,Retired,
Lockheed,Titan II(23)G | Coriolis,Retired,35.0
ILS,Proton-M/Briz-M | Nimiq-2,Active,65.0
CASC,Long March 2F | Shenzhou 4,Retired,
Roscosmos,"Proton-K/Block DM-2M | Cosmos 2394, 2395 & 2396",Retired,
VKS RF,Molniya-M /Block 2BL | Cosmos 2393,Retired,
Kosmotras,Dnepr | Rubin 2 & Others,Retired,29.0
Arianespace,Ariane 44L | NSS-6,Retired,
MHI,"H-IIA 202 | Midori 2, WEOS & Others",Active,90.0
Arianespace,"Ariane 5 ECA | Hot Bird 7, Stentor & MFD-A/B",Retired,200.0
Lockheed,Atlas IIA | TDRS-J,Retired,
VKS RF,"Cosmos-3M | AlSat 1, Mozhayets 4 & Rubin 3-DSI",Retired,
ILS,Proton-K/Block DM-2M | Astra 1K,Retired,
NASA,Space Shuttle Endeavour | STS-113,Retired,450.0
Boeing,"Delta IV Medium+ (4,2) | Eutelsat W5",Retired,164.0
Roscosmos,Soyuz FG | Soyuz TMA-1,Retired,
CASC,Long March 4B | Ziyuan-2 02,Active,64.68
Roscosmos,Proton-K/Block DM-5 | INTEGRAL,Retired,
VKS RF,Soyuz U | Foton-M n°1,Retired,20.0
NASA,Space Shuttle Atlantis | STS-112,Retired,450.0
VKS RF,Cosmos-3M | Nadiezhda-M n°1,Retired,
Roscosmos,Soyuz FG | Progress M1-9,Retired,
ILS,Atlas IIAS | Hispasat 1D,Retired,
CASIC,Kaituozhe 1 | PS 1,Retired,
ISRO,PSLV-G | METSAT-1,Retired,25.0
MHI,H-IIA 2024 | USERS & Kodama,Retired,
Arianespace,Ariane 44L | Intelsat 906,Retired,
Arianespace,"Ariane 5 G | Atlantic Bird 1, MSG-1 & MFD",Retired,
ILS,Proton-K/Block DM-2M | Echostar VIII,Retired,
ILS,Atlas V 401 | Hot Bird 6,Active,109.0
VKS RF,Proton-K/Block DM-5 | Cosmos 2392,Retired,
VKS RF,Cosmos-3M | Cosmos 2390 and 2391,Retired,
Arianespace,Ariane 5 G | Stellat-5 & NStar-C,Retired,
Boeing,Delta II 7425 | CONTOUR,Retired,
Roscosmos,Soyuz U | Progress M-46,Retired,20.0
Lockheed,Titan II(23)G | NOAA-17,Retired,35.0
Eurockot,Rokot/Briz KM | Iridium SV97 & SV98,Retired,13.0
Sea Launch,Zenit-3 SL | Galaxy IIIC,Retired,
Roscosmos,Proton-K/Block DM-2M | Ekspress-A1R,Retired,
NASA,Space Shuttle Endeavour | STS-111,Retired,450.0
Arianespace,Ariane 44L | Intelsat 905,Retired,
VKS RF,Cosmos-3M | Cosmos 2389,Retired,
IAI,Shavit-1 | Ofek-5,Retired,
CASC,Long March 4B | Fengyun-1D & Haiyang-1A,Active,64.68
ILS,Proton-K/Block DM-2M | DirecTV-5,Retired,
Boeing,Delta II 7920-10C | Aqua,Retired,
Arianespace,Ariane 42P | SPOT-5 & IDEFIX,Retired,
Roscosmos,Soyuz U | Soyuz TM-34,Retired,20.0
Arianespace,Ariane 44L | NSS-7,Retired,
NASA,Space Shuttle Atlantis | STS-110,Retired,450.0
VKS RF,Molniya-M /Block 2BL | Cosmos 2388,Retired,
ILS,Proton-K/Block DM-2M | Intelsat 903,Retired,
Arianespace,Ariane 44L | Astra 3A & JCSAT-8,Retired,
CASC,Long March 2F | Shenzhou 3,Retired,
Roscosmos,Soyuz U | Progress M1-8,Retired,20.0
Eurockot,Rokot/Briz KM | GRACE 1 & 2,Retired,13.0
Lockheed,Atlas IIA | TDRS-I,Retired,
NASA,Space Shuttle Columbia | STS-109,Retired,450.0
Arianespace,Ariane 5 G | Envisat,Retired,
VKS RF,Soyuz U | Cosmos 2387,Retired,20.0
Arianespace,Ariane 44L | Intelsat 904,Retired,
ILS,Atlas IIIB | EchoStar VII,Retired,
Boeing,Delta II 7920-10C | Iridium IS-1,Retired,
Northrop,Pegasus XL | RHESSI,Active,40.0
MHI,"H-IIA 2024 | VEP 3, Tsubasa & DASH",Retired,
Arianespace,Ariane 42L | Insat 3C,Retired,
Lockheed,Titan IV(401)B | Milstar DFS-5,Retired,
VKS RF,Tsyklon-3 | Cosmos 2384 to 2386 & Goniets n°10 to 12,Retired,
VKS RF,Tsyklon-2 | Cosmos 2383,Retired,
VKS RF,Zenit-2 | Meteor-3M n°1 & Others,Retired,
Boeing,Delta II 7920-10C | Jason-1 / TIMED,Retired,
NASA,Space Shuttle Endeavour | STS-108,Retired,450.0
VKS RF,"Proton K/Block-DM-2 | Cosmos 2380, 2381 & 2382",Retired,
Arianespace,Ariane 44LP | DirecTV-4S,Retired,
Roscosmos,Soyuz FG | Progress M1-7,Retired,
VKS RF,Molniya-M /Block ML | Molniya-3 n°171,Retired,
ISRO,"PSLV-G | TES, BIRD & PROBA",Retired,25.0
Roscosmos,Soyuz U | Soyuz TM-33,Retired,20.0
Boeing,Delta II 7320-10C | QuickBird,Retired,
Lockheed,Atlas IIAS | NROL-12,Retired,
Roscosmos,Proton K/Block-DM-2 | Raduga-1 6,Retired,
Lockheed,Titan IV(404)B | KH-11 13 (NROL-14),Retired,
Lockheed,Athena I | Starshine 3 & Others,Retired,
Arianespace,Ariane 44P | Atlantic Bird 2,Retired,
Northrop,Minotaur C (Taurus) | Orbview-4/QuikTOMS,Active,45.0
Roscosmos,Soyuz U | Progress M-SO1,Retired,20.0
Lockheed,Atlas IIAS | NROL-13 (Intruder FA & 5B),Retired,
Arianespace,Ariane 44L | Intelsat 902,Retired,
MHI,H-IIA 202 | VEP 2 & LRE,Active,90.0
VKS RF,Proton K/Block-DM-2 | Cosmos 2379,Retired,
Roscosmos,Soyuz U | Progress M-45,Retired,20.0
NASA,Space Shuttle Discovery | STS-105,Retired,450.0
Boeing,Delta II 7326 | Genesis Probe,Retired,
Lockheed,Titan IV(402)B | DSP-21 (USA-159),Retired,
VKS RF,Tsyklon-3 | Koronass F,Retired,
Lockheed,Atlas IIA | GOES-M,Retired,
VKS RF,Molniya-M /Block ML | Molniya-3K n°170,Retired,
Arianespace,Ariane 5 G | Artemis & BSAT-2b,Retired,
NASA,Space Shuttle Atlantis | STS-104,Retired,450.0
Boeing,Delta II 7425-10C | WMAP,Retired,
ILS,Atlas IIAS | ICO F2,Retired,
ILS,Proton-K/Block DM-2M | Astra-2C,Retired,
Arianespace,Ariane 44L | Intelsat 901,Retired,
VKS RF,Cosmos-3M | Cosmos 2378,Retired,
VKS RF,Soyuz U | Cosmos 2377,Retired,20.0
Roscosmos,Soyuz FG | Progress M1-6,Retired,
Boeing,Delta II 7925 | NROL-17 (GeoLITE),Retired,
ILS,Proton-K/Block DM-2M | PanAmSat-10,Retired,
Sea Launch,Zenit-3 SL | XM-1,Retired,
Roscosmos,Soyuz U | Soyuz TM-32,Retired,20.0
NASA,Space Shuttle Endeavour | STS-100,Retired,450.0
ISRO,GSLV Mk I | GSAT-1,Retired,47.0
Boeing,Delta II 7925 | Mars Odyssey,Retired,
Roscosmos,Proton-M/Briz-M | Ekran-M n°18L,Active,65.0
Sea Launch,Zenit-3 SL | XM-2,Retired,
Arianespace,Ariane 5 G | Eurobird-1 & BSat-2a,Retired,
NASA,Space Shuttle Discovery | STS-102,Retired,450.0
Lockheed,Titan IV(401)B | Milstar DFS-4,Retired,
